cve_ageb,npp_score,equity_score,final_score,priority_rank,priority_quintile
1510600754155,0.5387845341794959,0.18254926508407146,0.46753748036041104,260,3
1510600754117,0.5302207994136342,0.3733296769762854,0.49884257492616446,177,4
1510600904348,0.45952739932995884,0.1834644952250517,0.40431481850897744,400,2
1510600464846,0.5082343856636848,0.17878293185518285,0.44234409490198445,325,2
1510600803814,0.5156886749183673,0.19455654936730699,0.4514622498081553,307,3
1510600874013,0.4230644058335891,0.3438993289314784,0.40723139045316703,395,2
1510600754174,0.5396196693360888,0.1785117351072086,0.4673980824903128,262,3
1510600664672,0.4997768875657494,0.5665298309669863,0.5131274762459967,148,4
1510600664704,0.6386881190258569,0.5330558175311614,0.6175616587269177,11,5
1510600644920,0.45645042370576344,0.20657245434020086,0.40647482983265093,396,2
1510600464865,0.39272613617067403,0.02594075752405125,0.3193690604413495,507,1
1510600874032,0.5283466989168771,0.1838305246759179,0.4594434640686853,287,3
1510600924085,0.5220620816083446,0.1939403709864459,0.4564377394839649,293,3
1510600664691,0.5228505118279285,0.5275333272505753,0.5237870749124579,110,4
1510600464850,0.5591762987065122,0.18936098300869358,0.4852132355669485,213,4
1510600803903,0.41230574456878055,0.1883012308340028,0.367504841821825,463,1
1510600803848,0.5301732661958087,0.1784880913663518,0.45983623122991735,286,3
1510600933941,0.4610159942583254,0.3447068801540075,0.43775417143746187,336,2
1510600775011,0.5230298621365139,0.3438446987052701,0.4871928294502652,207,4
1510600704780,0.41356412013263605,0.1837489773215141,0.36760109157041165,462,1
1510602334390,0.35454837516908744,0.16041006473536515,0.315720713082343,510,1
1510600864225,0.525975018867603,0.31831135974278885,0.4844422870426402,218,3
1510600844615,0.5328664681404064,0.19877348260023386,0.4660478710323719,267,3
1510600904329,0.3691906126961365,0.03348702060834005,0.30204989427857726,513,1
1510600904367,0.4267473940568497,0.2084359470578656,0.3830851046570529,445,1
1510600982515,0.600362548060955,0.5047756269367605,0.5812451638361161,32,5
1510600012106,0.49608069056779724,0.2089230492628581,0.4386491623068094,333,2
1510600553655,0.5937741306521712,0.5554409372965372,0.5861074919810445,25,5
1510600011061,0.4322563082196437,0.03014892211154605,0.3518348309980242,476,1
1510600010345,0.5002991702518123,0.0184085483867805,0.4039210458788059,401,2
1510600701790,0.49007169962610403,0.1759354252949786,0.42724444475987894,367,2
1510600012089,0.5761353475528949,0.1678816523205466,0.4944846085064253,186,4
1510600010519,0.4917390157584166,0.0288240373628033,0.39915602007929396,412,2
1510600013231,0.48901338678521517,0.0133446858783678,0.3938796466038457,420,2
1510600011023,0.4112529713445039,0.03546889140700945,0.33609615535700504,491,1
1510600010415,0.5459285113332343,0.1552968043901884,0.46780216994462515,259,3
1510600011926,0.6050171360829856,0.19311581536015615,0.5226368719384198,113,4
1510602354579,0.3842716707163185,0.00913450744591015,0.30924423806223683,511,1
1510602203778,0.46828062826605554,0.199206961340459,0.41446589488093627,385,2
1510600652981,0.5604977139723074,0.5105609294736345,0.5505103570725729,69,5
1510600012036,0.5826644367247376,0.17977689131566266,0.5020869276429226,168,4
1510600683744,0.5461008650871508,0.5381825064555461,0.5445171933608299,81,5
1510600012074,0.5632881346987886,0.194065871421813,0.4894436820433935,199,4
