cve_ageb,productions,attractions
1412000015694,3010.9999999999995,185.77098378932618
1404400010083,1595.0000000000002,24.319110605148154
1404400050261,5209.75,1782.725913527388
1404400020187,978.5,535.0204333132594
1404400020350,303.75,18.914863804004117
1404400100238,6841.999999999999,2428.5334062641004
1404400010365,15.0,0.0
1404400020153,175.49999999999997,3.3776542507150213
1404400020134,3047.0,320.877153817927
1404400010295,2875.7499999999995,155.372095532891
1404400050257,914.5,65.52649246387142
1404401700219,2498.0,36.47866590772223
1404401700384,2370.25,59.44671481258437
1404400540416,8745.0,1950.2575643628531
1404400540435,6613.0,267.5102166566297
1404400540420,10559.5,311.419721915925
1404401700399,3563.25,146.59019448103194
1404400540401,12932.75,846.4401552291844
1405100010088,154.0,24.319110605148158
1405100010139,873.75,948.445313600778
1405100010069,5675.249999999999,11770.449532891707
1405100010124,52.5,0.0
1405100010177,50.0,0.0
1405100010105,0.0,245.27937941167303
1405100010092,719.0,12.159555302574077
1405100010143,470.25,0.0
1405100010162,850.75,20.941456354433136
1405100010158,346.74999999999994,26.345703155577166
1405100010054,9047.75,3501.951927141334
1405100010073,2100.25,83.09029456758952
1405100020196,11505.250000000002,1785.4280369279604
1405100020181,9513.250000000002,934.259165747775
1405100020209,8899.5,416.1270036880906
1405100020213,12307.75,342.4941410225032
1407000130350,8823.749999999998,1923.9118612072762
1407000140473,1195.25,53.366937161297336
1407000200261,1313.75,3605.308147213214
1407000010030,4610.749999999999,3353.335140109873
1407000210755,1269.0,29.72335740629219
1407000641293,3966.75,177.66461358761015
1407000130435,6352.75,1258.513973816417
1407000141077,57.5,0.0
1407000140774,2795.0000000000005,720.7914171025856
1407000430651,662.0000000000001,48.6382212102963
1407000140609,1763.2499999999998,2639.2990315087177
1407000130416,9232.0,1820.5556411353964
1407000430986,57.5,0.0
1407000010929,236.75000000000003,12.159555302574077
1407000201382,10142.25,297.2335740629219
1407000130420,6493.75,1140.9716058915342
1407000211151,4283.75,208.06350184404533
1407000011289,103.25000000000001,0.0
1412000013005,4744.25,7250.4726145848645
1407000131452,7566.75,986.2750412087862
1407000130327,9056.5,1142.3226675918202
1407000010045,6457.499999999999,10236.994503067088
1407000430666,64.25,3.7127033378787293
1407000430971,617.9999999999999,46.6116286598673
1407000200257,0.0,57528.20719817824
1407000011240,591.25,10.132962752145064
1407000140844,4883.75,7039.031458490104
1407000430647,279.25,322.903746368356
1407000201255,3957.2499999999995,1118.003556986672
1407000201221,64.5,514.0789769588262
1407001111325,9003.0,715.3871703014415
1407000431024,4708.75,1838.1194432391148
1407000011043,154.75,20.941456354433136
1407000130365,7533.5,1250.407603614701
1407000430505,1688.0,45.26056695958129
1407000431147,4733.25,280.3453028093468
1407000140558,1706.25,16738.978935693503
1407000130596,1130.2500000000002,87.14347966844755
1407000200204,4729.25,578.9299385725546
1407000130083,7239.000000000001,4277.461343105503
1407000131429,8447.000000000002,2924.3730502690655
1407000140488,5192.25,1501.7050798678986
1407000131471,5576.25,2321.7995319415054
1407001111310,5095.5,224.27624224747743
1407000010098,5012.0,270.2123400572017
1407000131486,9591.25,1890.8108495502688
1407000130238,2870.0,62956.097579077286
1407000430990,190.99999999999997,0.0
1407000011274,100.0,12.159555302574077
1407000140280,3964.5,1181.5034569001145
1407000211113,5744.5,1117.3280261365292
1407000140825,7768.000000000001,2723.0648569264504
1407000200191,7528.500000000001,5631.225166792084
1407000430897,7071.0,2198.1773863653357
1407000010539,363.0,12.159555302574077
1407000431132,2603.2499999999995,433.69080579180877
1407000140948,80.75,3.3776542507150213
1407000430308,6596.5,6710.047934470461
1407000140219,3942.4999999999995,2307.6133840885027
1407000010717,2105.25,99.97856582116464
1407000430628,121.75,6.755308501430043
1407001111490,707.75,29.358176909391542
1407000211005,4800.5,8842.698828371926
1407000431081,234.74999999999997,0.0
1407000641306,7817.999999999999,6399.303743404679
